name,property_type,room_type,bedrooms,beds,bed_type,bathrooms,minimum_nights,maximum_nights,cancellation_policy,price,security_deposit,cleaning_fee,extra_people,guests_included,street,sub_urban,government_area,country_code,market,latitude,longitude,host_id,host_name,host_location,host_neighbourhood,host_identity_verified,host_is_superhost,host_response_rate,avilability_30,avilability_60,avilability_90,avilability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,total_reviews
4 Modern private ensuite Lofts in Ipanema Hills,Loft,Private room,4.0,8,Real Bed,4.0,2,60,strict_14_with_grace_period,2007.0,2112.0,211.0,127,5,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.9816385135248,-43.196475195268356,70933,Alex,"Sao Paulo, São Paulo, Brazil",Ipanema,yes,no,94.0,17,47,69,69,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Kozyatağı Single Room in 3br Spacious Flat,Apartment,Private room,1.0,1,Real Bed,1.0,1,5,strict_14_with_grace_period,79.0,0.0,0.0,26,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,TR,Istanbul,40.96858,29.09747,995483,Leonardo,"Istanbul, Istanbul, Turkey",Kadıköy,no,yes,0.0,0,0,0,0,9,9,10,10,8,10,100,663
Gaia Garden Houses 427,House,Entire home/apt,1.0,2,Real Bed,1.0,1,30,moderate,130.0,0.0,0.0,0,1,"Vila Nova de Gaia, Porto, Portugal",,Mafamude e Vilar do Paraíso,PT,Porto,41.12988,-8.6045,199728524,Catorze De Outubro,"Porto, Porto District, Portugal",-,no,no,100.0,29,58,85,165,10,10,10,10,10,10,99,6423
Super bright apartment in quiet area facing park,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,1,180,strict_14_with_grace_period,81.0,0.0,30.0,15,4,"Montréal, QC, Canada",Le Sud-Ouest,Le Sud-Ouest,CA,Montreal,45.45209,-73.59039,38722578,Winnita,"Montreal, Québec, Canada",Le Sud-Ouest,yes,no,100.0,24,54,76,132,10,10,10,10,9,10,94,17476
APARTAMENTO BARRA,Apartment,Entire home/apt,3.0,4,Real Bed,3.5,1,1125,flexible,380.0,4223.0,359.0,0,1,"Rio, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-22.991557299870923,-43.35145315428824,13404262,Wolfgang,"State of Rio de Janeiro, Brazil",-,no,no,90.0,30,60,90,365,10,10,10,10,10,10,100,209
Stylish Studio Apartment Near Causeway Bay [2],Apartment,Entire home/apt,1.0,1,Real Bed,1.0,60,365,moderate,769.0,39228.0,0.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,HK,Hong Kong,22.28558,114.19337,6315448,Lauli15,Hong Kong,Causeway Bay,no,yes,80.0,0,0,0,169,10,10,10,10,10,9,100,927
A spacious and bright maisonette w/ideal location!,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,2,250,moderate,295.0,1191.0,214.0,60,2,"Kadıköy, İstanbul, Turkey",Kadıköy Merkezi,Kadikoy,TR,Istanbul,40.99592,29.02817,130922896,Serenad,"Berlin, Berlin, Germany",Kadıköy Merkezi,no,no,100.0,14,37,64,64,10,9,9,10,10,9,96,7187
Home Sharing - Individual Room in Plaza España,Apartment,Private room,1.0,1,Real Bed,1.0,7,1125,strict_14_with_grace_period,16.0,0.0,0.0,0,1,"Barcelona, CT, Spain",Eixample,la Nova Esquerra de l'Eixample,ES,Barcelona,41.38051,2.1493,4846938,Mercedes,"Barcelona, Catalonia, Spain",-,no,no,100.0,30,54,84,84,9,9,9,9,9,9,93,2
Janelas do Douro Flat,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,1,60,moderate,41.0,0.0,25.0,0,1,"Porto, Porto, Portugal",,Lordelo do Ouro e Massarelos,PT,Porto,41.15192,-8.64861,189891310,Jessica,PT,-,no,yes,100.0,23,48,72,113,10,10,9,10,8,9,93,17685
高级公寓2-4人家庭房/皇岗福田双口岸/地铁口高端小区/近会展中心 购物公园 福田高铁站,Serviced apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,moderate,447.0,0.0,41.0,0,1,"深圳市, 广东省, China",,Yuen Long,CN,Hong Kong,22.51148,114.06346,163388027,Jing,"Shenzhen, Guangdong, China",-,no,no,100.0,24,54,84,359,10,10,10,10,10,10,97,1337
HKU ....STUDIO...... for 2 persons w/lift (4d),Apartment,Entire home/apt,0.0,1,Real Bed,1.0,29,1125,flexible,283.0,1000.0,0.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,HK,Hong Kong,22.28773,114.13306,97240131,Jov,"Hong Kong, Hong Kong",Kennedy Town,no,no,98.0,29,59,89,364,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
